word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million,topic_code,topic
actually,193,A1,adv,/ˈæktʃˌuəli/,thật ra; thực sự,"Actually, I disagree with you.",FALSE,291,65.28,337,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
rather,194,A1,adv,/ɹˈæðɚ/,khá; thà... hơn,It's rather cold today.,FALSE,292,65.27,336,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
view,195,A1,n,/vjˈu/,quang cảnh; quan điểm,The room has a great view.,FALSE,293,65.26,336,TD,"Tư duy, nhận thức & giác quan"
together,196,A1,adv,/təɡˈɛðɚ/,cùng nhau,We studied together last night.,FALSE,294,65.24,334,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
consider,197,A1,v,/kənsˈɪdɚ/,cân nhắc; xem xét,Please consider my offer.,FALSE,295,65.24,334,TD,"Tư duy, nhận thức & giác quan"
price,198,A1,n,/pɹˈaɪs/,giá,The price is too high.,FALSE,296,65.14,327,KT,"Kinh doanh, kinh tế & tài chính"
parent,199,A1,n,/pˈɛɹənt/,cha/mẹ (số nhiều: cha mẹ),My parents are very kind.,FALSE,297,65.14,326,GD,Gia đình & quan hệ thân thuộc
hard,200,A1,adj,/hˈɑɹd/,khó; cứng; chăm chỉ,This exercise is hard.,FALSE,298,65.12,325,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
party,201,A1,n,/pˈɑɹti/,bữa tiệc; đảng phái,We had a birthday party.,FALSE,299,65.08,322,GI,"Nghệ thuật, giải trí & thể thao"
local,202,A1,adj,/lˈoʊkəl/,địa phương,I shop at the local market.,FALSE,300,65.06,321,KG,"Không gian, vị trí & địa lý"
control,203,A1,v,/kəntɹˈoʊl/,kiểm soát; điều khiển,He can't control his anger.,FALSE,301,65.05,320,HD,Hành động & chuyển động
already,204,A1,adv,/ɔlɹˈɛdi/,"đã, rồi",I have already finished lunch.,FALSE,302,65.02,318,TG,Thời gian
concern,205,A1,n,/kənsˈɝn/,sự lo lắng; mối quan tâm,Safety is our main concern.,FALSE,303,65.02,317,CX,"Cảm xúc, tính cách & thái độ"
product,206,A1,n,/pɹˈɑdəkt/,sản phẩm,This product is very popular.,FALSE,304,65.01,317,KT,"Kinh doanh, kinh tế & tài chính"
lose,207,A1,v,/lˈuz/,mất; thua,Don't lose your ticket.,FALSE,305,65,316,HD,Hành động & chuyển động
story,208,A1,n,/stˈɔɹi/,câu chuyện; tầng (nhà),She told the children a story.,FALSE,306,64.98,315,GI,"Nghệ thuật, giải trí & thể thao"
almost,209,A1,adv,/ˈɔlmˌoʊst/,"gần như, hầu như",I am almost finished.,FALSE,307,64.98,315,SL,"Số lượng, đo lường & kích thước"
continue,210,A1,v,/kəntˈɪnju/,tiếp tục,Please continue with your work.,FALSE,308,64.96,314,HD,Hành động & chuyển động
stand,211,A1,v,/stˈænd/,đứng; chịu đựng,Please stand up when he enters.,FALSE,309,64.95,313,HD,Hành động & chuyển động
whole,212,A1,adj,/hˈoʊl/,"toàn bộ, cả",I read the whole book.,FALSE,310,64.95,313,SL,"Số lượng, đo lường & kích thước"
rate,213,A1,n,/ɹˈeɪt/,tỷ lệ; tốc độ; mức giá,The success rate is high.,FALSE,312,64.94,312,SL,"Số lượng, đo lường & kích thước"
care,214,A1,v,/kˈɛɹ/,quan tâm; chăm sóc,She cares about her students.,FALSE,313,64.93,311,CX,"Cảm xúc, tính cách & thái độ"
expect,215,A1,v,/ɪkspˈɛkt/,mong đợi; dự kiến,I expect good results.,FALSE,314,64.93,311,TD,"Tư duy, nhận thức & giác quan"
effect,216,A1,n,/ɪfˈɛkt/,"tác động, ảnh hưởng",The medicine has a strong effect.,FALSE,315,64.93,311,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sort,217,A1,n,/sˈɔɹt/,"loại, kiểu",What sort of car is that?,FALSE,316,64.92,311,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
cause,218,A1,v,/kˈɑz/,gây ra,Smoking causes many diseases.,FALSE,319,64.9,309,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
fall,219,A1,v,/fˈɔl/,"rơi, ngã; giảm",Leaves fall in autumn.,FALSE,320,64.89,309,HD,Hành động & chuyển động
deal,220,A1,n,/dˈil/,thỏa thuận; giao dịch,They made a good deal.,FALSE,321,64.89,309,KT,"Kinh doanh, kinh tế & tài chính"
water,221,A1,n,/wˈɔtɚ/,nước,Please drink more water.,TRUE,322,64.87,307,TN,"Thiên nhiên, môi trường & thời tiết"
send,222,A1,v,/sˈɛnd/,gửi,I will send you an email.,FALSE,323,64.86,306,GT,"Giao tiếp, ngôn ngữ & truyền thông"
allow,223,A1,v,/əlˈaʊ/,cho phép,Smoking is not allowed here.,FALSE,324,64.84,305,HD,Hành động & chuyển động
soon,224,A1,adv,/sˈun/,"sớm, chẳng bao lâu",I will call you soon.,FALSE,325,64.84,304,TG,Thời gian
watch,225,A1,v,/wˈɑtʃ/,xem; theo dõi,We watched a movie last night.,FALSE,326,64.8,302,TD,"Tư duy, nhận thức & giác quan"
base,226,A1,v,/bˈeɪs/,dựa vào; đặt cơ sở,The film is based on a true story.,FALSE,327,64.78,300,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
probably,227,A1,adv,/pɹˈɑbəblˌi/,có lẽ,It will probably rain later.,FALSE,328,64.75,299,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
suggest,228,A1,v,/sədʒˈɛst/,"đề nghị, gợi ý",I suggest we start early.,FALSE,329,64.74,298,GT,"Giao tiếp, ngôn ngữ & truyền thông"
past,229,A1,n,/pˈæst/,quá khứ,We should learn from the past.,FALSE,330,64.73,297,TG,Thời gian
power,230,A1,n,/pˈaʊɚ/,"quyền lực; năng lượng, điện",The storm cut off the power.,FALSE,331,64.72,296,CT,"Chính trị, luật pháp & quân sự"
test,231,A1,n,/tˈɛst/,bài kiểm tra; thử nghiệm,I have an English test tomorrow.,FALSE,332,64.71,296,HT,Giáo dục & học tập
visit,232,A1,v,/vˈɪzɪt/,thăm; ghé thăm,We visited our grandparents.,FALSE,333,64.7,295,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
center,233,A1,n,/sˈɛntɚ/,trung tâm,The shop is in the city center.,FALSE,334,64.7,295,KG,"Không gian, vị trí & địa lý"
grow,234,A1,v,/ɡɹˈoʊ/,lớn lên; trồng; tăng,Children grow up so fast.,FALSE,335,64.69,294,HD,Hành động & chuyển động
return,235,A1,v,/ɹɪtˈɝn/,trở lại; trả lại,Please return the book on time.,FALSE,337,64.68,294,HD,Hành động & chuyển động
mother,236,A1,n,/mˈʌðɚ/,mẹ,My mother cooks very well.,FALSE,338,64.67,293,GD,Gia đình & quan hệ thân thuộc
walk,237,A1,v,/wˈɔk/,đi bộ,I walk to school every day.,FALSE,339,64.63,291,HD,Hành động & chuyển động
matter,238,A1,n,/mˈætɚ/,vấn đề; chuyện,What's the matter with you?,FALSE,340,64.63,290,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
mind,239,A1,n,/mˈaɪnd/,"tâm trí, trí óc",Keep an open mind.,FALSE,341,64.62,290,TD,"Tư duy, nhận thức & giác quan"
value,240,A1,n,/vˈælju/,giá trị,This ring has great value.,FALSE,342,64.61,289,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
office,241,A1,n,/ˈɔfɪs/,văn phòng,She works in a busy office.,TRUE,343,64.59,288,CV,Công việc & nghề nghiệp
record,242,A1,n,/ɹəkˈɔɹd/,kỷ lục; bản ghi,He set a new world record.,FALSE,344,64.59,287,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
stay,243,A1,v,/stˈeɪ/,ở lại; lưu lại,Please stay a little longer.,FALSE,345,64.57,286,HD,Hành động & chuyển động
force,244,A1,n,/fˈɔɹs/,lực; sức mạnh; lực lượng,The wind blew with great force.,FALSE,346,64.57,286,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
stop,245,A1,v,/stˈɑp/,dừng lại; ngừng,The bus stopped suddenly.,FALSE,347,64.55,285,HD,Hành động & chuyển động
light,246,A1,n,/lˈaɪt/,ánh sáng; đèn,"Turn on the light, please.",TRUE,349,64.53,284,TN,"Thiên nhiên, môi trường & thời tiết"
develop,247,A1,v,/dɪvˈɛləp/,phát triển,The company develops software.,FALSE,350,64.51,282,HD,Hành động & chuyển động
remember,248,A1,v,/ɹɪmˈɛmbɚ/,"nhớ, ghi nhớ",I can't remember his name.,FALSE,351,64.5,282,TD,"Tư duy, nhận thức & giác quan"
bit,249,A1,n,/bˈɪt/,"một chút, một ít",I am a bit tired.,FALSE,352,64.49,281,SL,"Số lượng, đo lường & kích thước"
share,250,A1,v,/ʃˈɛɹ/,chia sẻ; chia,Let's share the pizza.,FALSE,353,64.48,281,HD,Hành động & chuyển động
real,251,A1,adj,/ɹˈil/,"thật, có thật",Is this a real diamond?,FALSE,354,64.47,280,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
answer,252,A1,n,/ˈænsɚ/,câu trả lời,I don't know the answer.,FALSE,355,64.46,279,GT,"Giao tiếp, ngôn ngữ & truyền thông"
sit,253,A1,v,/sˈɪt/,ngồi,Please sit down here.,FALSE,356,64.44,278,HD,Hành động & chuyển động
figure,254,A1,n,/fˈɪɡjɚ/,con số; hình dáng; nhân vật,The sales figures are rising.,FALSE,357,64.43,278,SL,"Số lượng, đo lường & kích thước"
letter,255,A1,n,/lˈɛtɚ/,lá thư; chữ cái,I wrote a letter to my friend.,TRUE,358,64.43,277,GT,"Giao tiếp, ngôn ngữ & truyền thông"
decide,256,A1,v,/dˌɪsˈaɪd/,quyết định,We decided to go by train.,FALSE,359,64.41,276,TD,"Tư duy, nhận thức & giác quan"
language,257,A1,n,/lˈæŋɡwədʒ/,ngôn ngữ,English is a global language.,FALSE,360,64.39,275,GT,"Giao tiếp, ngôn ngữ & truyền thông"
subject,258,A1,n,/səbdʒˈɛkt/,môn học; chủ đề,Math is my favorite subject.,FALSE,361,64.35,273,HT,Giáo dục & học tập
class,259,A1,n,/klˈæs/,lớp học; hạng,Our class has thirty students.,FALSE,362,64.35,272,HT,Giáo dục & học tập
development,260,A1,n,/dɪvˈɛləpmənt/,sự phát triển,The city's development is fast.,FALSE,363,64.31,270,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
town,261,A1,n,/tˈaʊn/,thị trấn,I grew up in a small town.,TRUE,364,64.31,269,KG,"Không gian, vị trí & địa lý"
half,262,A1,n,/hˈæf/,một nửa,Half of the class is absent.,FALSE,365,64.29,269,SL,"Số lượng, đo lường & kích thước"
minute,263,A1,n,/mˈɪnət/,phút,"Wait five minutes, please.",FALSE,366,64.28,268,TG,Thời gian
food,264,A1,n,/fˈud/,"thức ăn, đồ ăn",Vietnamese food is delicious.,TRUE,367,64.28,268,AU,Ăn uống & thực phẩm
break,265,A1,v,/bɹˈeɪk/,làm vỡ; nghỉ giải lao,Don't break the glass.,FALSE,368,64.28,268,HD,Hành động & chuyển động
clear,266,A1,adj,/klˈɪɹ/,rõ ràng; trong (suốt),The instructions are very clear.,FALSE,369,64.25,266,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
future,267,A1,n,/fjˈutʃɚ/,tương lai,Think about your future.,FALSE,370,64.24,266,TG,Thời gian
ago,268,A1,adv,/əɡˈoʊ/,"cách đây, trước đây",I met her two years ago.,FALSE,372,64.24,265,TG,Thời gian
remain,269,A1,v,/ɹɪmˈeɪn/,còn lại; vẫn,Few problems remain.,FALSE,374,64.24,265,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
top,270,A1,n,/tˈɑp/,đỉnh; phần trên,We climbed to the top of the hill.,FALSE,375,64.23,265,KG,"Không gian, vị trí & địa lý"
win,271,A1,v,/wˈɪn/,"thắng, chiến thắng",Our team won the match.,FALSE,377,64.21,264,GI,"Nghệ thuật, giải trí & thể thao"
color,272,A1,n,/kˈʌlɚ/,màu sắc,Blue is my favorite color.,FALSE,378,64.2,263,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
involve,273,A1,v,/ˌɪnvˈɑlv/,liên quan; bao gồm,The job involves a lot of travel.,FALSE,379,64.16,260,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
reach,274,A1,v,/ɹˈitʃ/,với tới; đạt tới; đến,We reached the station on time.,FALSE,380,64.15,260,HD,Hành động & chuyển động
social,275,A1,adj,/sˈoʊʃəl/,thuộc xã hội; xã giao,Humans are social animals.,FALSE,381,64.15,260,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
period,276,A1,n,/pˈɪɹiəd/,giai đoạn; thời kỳ; tiết học,This was a difficult period.,FALSE,382,64.13,259,TG,Thời gian
note,277,A1,n,/nˈoʊt/,ghi chú; lời nhắn,She left me a short note.,FALSE,384,64.12,258,GT,"Giao tiếp, ngôn ngữ & truyền thông"
history,278,A1,n,/hˈɪstɚi/,lịch sử,I love reading about history.,FALSE,385,64.12,258,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
create,279,A1,v,/kɹiˈeɪt/,"tạo ra, sáng tạo",The artist created a beautiful work.,FALSE,386,64.11,258,HD,Hành động & chuyển động
drive,280,A1,v,/dɹˈaɪv/,lái xe,He drives to work every day.,FALSE,387,64.11,258,DL,Giao thông & du lịch
type,281,A1,n,/tˈaɪp/,"loại, kiểu",What type of book do you like?,FALSE,389,64.09,257,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sound,282,A1,n,/sˈaʊnd/,âm thanh,I heard a strange sound.,FALSE,390,64.08,256,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
eye,283,A1,n,/ˈaɪ/,con mắt,She has beautiful blue eyes.,TRUE,391,64.07,256,NG,Con người & cơ thể
music,284,A1,n,/mjˈuzɪk/,âm nhạc,I listen to music while I study.,FALSE,392,64.07,255,GI,"Nghệ thuật, giải trí & thể thao"
game,285,A1,n,/ɡˈeɪm/,trò chơi; trận đấu,Let's play a board game.,FALSE,393,64.07,255,GI,"Nghệ thuật, giải trí & thể thao"
political,286,A1,adj,/pəlˈɪtəkəl/,thuộc chính trị,He wrote a political article.,FALSE,394,64.06,255,CT,"Chính trị, luật pháp & quân sự"
free,287,A1,adj,/fɹˈi/,miễn phí; tự do; rảnh,Are you free this weekend?,FALSE,395,64.06,255,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
receive,288,A1,v,/ɹəsˈiv/,"nhận, nhận được",I received your letter today.,FALSE,396,64.05,254,HD,Hành động & chuyển động
moment,289,A1,n,/mˈoʊmənt/,khoảnh khắc; lúc,"Wait a moment, please.",FALSE,397,64.05,254,TG,Thời gian
sale,290,A1,n,/sˈeɪl/,sự bán hàng; đợt giảm giá,The shop has a big sale today.,FALSE,398,64.04,254,KT,"Kinh doanh, kinh tế & tài chính"
policy,291,A1,n,/pˈɑləsi/,chính sách,The company changed its policy.,FALSE,399,64.04,253,CT,"Chính trị, luật pháp & quân sự"
further,292,A1,adj,/fˈɝðɚ/,xa hơn; thêm nữa,I need further information.,FALSE,400,63.99,251,SL,"Số lượng, đo lường & kích thước"
body,293,A1,n,/bˈɑdi/,cơ thể; thân thể,Exercise is good for the body.,TRUE,401,63.98,250,NG,Con người & cơ thể
require,294,A1,v,/ɹˌikwˈaɪɚ/,yêu cầu; đòi hỏi,This job requires patience.,FALSE,402,63.97,249,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
wait,295,A1,v,/wˈeɪt/,"chờ, đợi",Please wait for me here.,FALSE,403,63.96,249,HD,Hành động & chuyển động
general,296,A1,adj,/dʒˈɛnɚəl/,chung; tổng quát,This is just a general idea.,FALSE,404,63.95,248,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
appear,297,A1,v,/əpˈɪɹ/,xuất hiện; có vẻ,A rainbow appeared in the sky.,FALSE,405,63.95,248,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
team,298,A1,n,/tˈim/,"đội, nhóm",Our team works very well.,FALSE,407,63.95,248,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
easy,299,A1,adj,/ˈizi/,"dễ, dễ dàng",This test was easy.,FALSE,408,63.95,248,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
individual,300,A1,n,/ˌɪndəvˈɪdʒəwəl/,cá nhân,Each individual has rights.,FALSE,409,63.95,248,NG,Con người & cơ thể
full,301,A1,adj,/fˈʊl/,đầy; no,The glass is full of water.,FALSE,410,63.95,248,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
black,302,A1,adj,/blˈæk/,màu đen,She wore a black dress.,FALSE,411,63.94,248,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sense,303,A1,n,/sˈɛns/,giác quan; ý nghĩa; cảm giác,That makes no sense to me.,FALSE,412,63.92,247,TD,"Tư duy, nhận thức & giác quan"
perhaps,304,A1,adv,/pɚhˈæps/,có lẽ,Perhaps she forgot the time.,FALSE,413,63.91,246,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
add,305,A1,v,/ˈæd/,thêm vào; cộng,Add some salt to the soup.,FALSE,414,63.89,245,SL,"Số lượng, đo lường & kích thước"
rule,306,A1,n,/ɹˈul/,"quy tắc, luật lệ",Follow the rules of the game.,FALSE,415,63.88,245,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
pass,307,A1,v,/pˈæs/,đi qua; vượt qua; đỗ,She passed the exam easily.,FALSE,416,63.86,243,HD,Hành động & chuyển động
produce,308,A1,v,/pɹədˈus/,sản xuất; tạo ra,This factory produces cars.,FALSE,417,63.86,243,KT,"Kinh doanh, kinh tế & tài chính"
sell,309,A1,v,/sˈɛl/,bán,They sell fresh fruit here.,FALSE,418,63.86,243,KT,"Kinh doanh, kinh tế & tài chính"
short,310,A1,adj,/ʃˈɔɹt/,ngắn; thấp,It was a short trip.,FALSE,419,63.81,241,SL,"Số lượng, đo lường & kích thước"
agree,311,A1,v,/əɡɹˈi/,đồng ý,I agree with your idea.,FALSE,420,63.81,240,GT,"Giao tiếp, ngôn ngữ & truyền thông"
law,312,A1,n,/lˈɔ/,"luật, luật pháp",Everyone must obey the law.,FALSE,421,63.79,239,CT,"Chính trị, luật pháp & quân sự"
research,313,A1,n,/ɹisˈɝtʃ/,nghiên cứu,She does research on plants.,FALSE,423,63.75,237,KH,Khoa học & công nghệ
cover,314,A1,v,/kˈʌvɚ/,che phủ; bao gồm,Snow covered the ground.,FALSE,424,63.73,236,HD,Hành động & chuyển động
paper,315,A1,n,/pˈeɪpɚ/,giấy; bài báo,Write your name on the paper.,TRUE,425,63.73,236,NC,"Nhà cửa, đồ vật & trang phục"
position,316,A1,n,/pəzˈɪʃən/,vị trí; chức vụ,He got a new position at work.,FALSE,426,63.72,236,KG,"Không gian, vị trí & địa lý"
human,317,A1,n,/hjˈumən/,con người,Humans need water to live.,FALSE,428,63.72,235,NG,Con người & cơ thể
computer,318,A1,n,/kəmpjˈutɚ/,máy tính,I use a computer every day.,TRUE,429,63.72,235,KH,Khoa học & công nghệ
situation,319,A1,n,/sˌɪtʃuˈeɪʃən/,"tình huống, hoàn cảnh",The situation is difficult.,FALSE,430,63.7,235,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
staff,320,A1,n,/stˈæf/,nhân viên (tập thể),The hotel staff are friendly.,FALSE,431,63.7,234,CV,Công việc & nghề nghiệp
activity,321,A1,n,/æktˈɪvəti/,hoạt động,Swimming is my favorite activity.,FALSE,432,63.68,234,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
film,322,A1,n,/fˈɪlm/,phim,We watched a scary film.,FALSE,433,63.66,232,GI,"Nghệ thuật, giải trí & thể thao"
morning,323,A1,n,/mˈɔɹnɪŋ/,buổi sáng,I drink coffee every morning.,FALSE,434,63.65,232,TG,Thời gian
war,324,A1,n,/wˈɔɹ/,chiến tranh,Many people suffered in the war.,FALSE,435,63.63,231,CT,"Chính trị, luật pháp & quân sự"
account,325,A1,n,/əkˈaʊnt/,tài khoản; sự tường thuật,I opened a bank account.,FALSE,436,63.63,231,KT,"Kinh doanh, kinh tế & tài chính"
shop,326,A1,n,/ʃˈɑp/,cửa hàng,There is a small shop nearby.,TRUE,437,63.62,230,KT,"Kinh doanh, kinh tế & tài chính"
major,327,A1,adj,/mˈeɪdʒɚ/,"chính, chủ yếu; lớn",This is a major problem.,FALSE,438,63.59,229,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
design,328,A1,n,/dɪzˈaɪn/,thiết kế; kiểu dáng,I like the design of this car.,FALSE,441,63.58,228,GI,"Nghệ thuật, giải trí & thể thao"
event,329,A1,n,/ɪvˈɛnt/,sự kiện,The concert was a big event.,FALSE,442,63.57,228,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
special,330,A1,adj,/spˈɛʃəl/,đặc biệt,Today is a special day.,FALSE,443,63.57,228,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sometimes,331,A1,adv,/səmtˈaɪmz/,"đôi khi, thỉnh thoảng",Sometimes I walk to work.,FALSE,444,63.57,227,TG,Thời gian
